work_key,work_id,house,state,state_key,district_name,ida_raw,ida_key,mp_name_raw,mp_name_clean,mp_key,constituency,elected_nominated,work_raw,work_category_raw,category_raw,category_nlp,work_description_raw,work_description_clean,recommended_date,sanction_date,completion_date,recommended_amount,sanction_amount,amount_disbursed,work_status,image_raw,source_stage,quarantine_reason,work_key_mode,work_key_source
wk_07e6fc44d24f,,RS,Maharashtra,Maharashtra,Kolhapur,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),KOLHAPUR,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI,,Elected MP,"Purchase of IT systems, including hardware and software for educational purposes",Normal/Others,Normal/Others,,"Providing Computer (1), Books and Cupboard to Dr Sarojini Naydu Vidhya Mandir School No 43 Ichalkaranji","Providing Computer (1), Books and Cupboard to Dr Sarojini Naydu Vidhya Mandir School No 43 Ichalkaranji",2025-07-15 00:00:00,,,97500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_07e6fc44d24f
wk_081cd116481f,,LS,Maharashtra,Maharashtra,Chandrapur,CHANDRAPUR(DISTRICT COLLECTOR CHANDRAPUR_IDA),CHANDRAPUR,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,LS_DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,,"Purchase of IT systems, including hardware and software for educational purposes",Normal/Others,Normal/Others,,"???????? ?????? ??????? ????-1, ???????? ???? 2 ?????, 2 ????????, 2 ???? ??????????, 2 ?????? ?????? ???? ????.","???????? ?????? ??????? ????-1, ???????? ???? 2 ?????, 2 ????????, 2 ???? ??????????, 2 ?????? ?????? ???? ????.",2024-10-15 00:00:00,,,700000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_081cd116481f
wk_0828b1912691,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Shri Abdul Wahab (2021-27) (2021-2027),ABDUL WAHAB,RS_ABDUL WAHAB,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Freedom 75 road or pathway, ward no.04, Thikkoti Panchayat","Construction of Freedom 75 road or pathway, ward no.04, Thikkoti Panchayat",2026-01-06 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0828b1912691
wk_0854ccf012fa,,RS,Tamil Nadu,Tamil Nadu,Chengalpattu,CHENGALPATTU(District Collector Chengalpattu_IDA),CHENGALPATTU,Shri R. Girirajan (2022-28) (2022-2028),R GIRIRAJAN,RS_R GIRIRAJAN,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Providing and erecting Mini Highmast ( 10 Meter Height with 6 Nos LED 150W Ladder Type) Near Angalamman temple at Bazaar road comes under Acharapakkam town Panchayat, Madhuranthagam Assembly Constituency in Chengalpattu district.","Providing and erecting Mini Highmast ( 10 Meter Height with 6 Nos LED 150W Ladder Type) Near Angalamman temple at Bazaar road comes under Acharapakkam town Panchayat, Madhuranthagam Assembly Constituency in Chengalpattu district.",2025-05-28 00:00:00,,,450000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0854ccf012fa
wk_085835718800,,RS,Karnataka,Karnataka,Tumakuru,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),TUMAKURU,Shri Lahar Singh Siroya (2022-28) (2022-2028),LAHAR SINGH SIROYA,RS_LAHAR SINGH SIROYA,,Elected MP,Construction of community centers and community halls,Trust and Society,Trust and Society,,Construction of community building in the premises of Someshwara and veeranagamma temple,Construction of community building in the premises of Someshwara and veeranagamma temple,2025-12-13 00:00:00,,,1500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_085835718800
wk_085a959ad376,,LS,Karnataka,Karnataka,Belagavi,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),BELAGAVI,PRIYANKA SATISH JARKIHOLI,PRIYANKA SATISH JARKIHOLI,LS_PRIYANKA SATISH JARKIHOLI,CHIKKODI,,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,Construction of Hi-Tech Bus Shelter near Basaveshwar Circle towards Hukkeri road,Construction of Hi-Tech Bus Shelter near Basaveshwar Circle towards Hukkeri road,2024-11-03 00:00:00,,,800000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_085a959ad376
wk_087f397316d3,,RS,Kerala,Kerala,Thiruvananthapuram,THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA),THIRUVANANTHAPURAM,Shri Sandosh Kumar P (2022-28) (2022-2028),SANDOSH KUMAR P,RS_SANDOSH KUMAR P,,Elected MP,Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,Normal/Others,,"Purchase of Books For K V Surendranath Study Centre Kawdiar , Thiruvanathapuaram","Purchase of Books For K V Surendranath Study Centre Kawdiar , Thiruvanathapuaram",2025-09-25 00:00:00,,,200000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_087f397316d3
wk_08a1f7a7b9de,,RS,Rajasthan,Rajasthan,Beawar,Beawar(DISTRICT COLLECTOR Beawar_IDA),BEAWAR,Shri Madan Rathore (2024-30) (2024-2030),MADAN RATHORE,RS_MADAN RATHORE,,Elected MP,Construction of bus-sheds or bus-stops,Normal/Others,Normal/Others,,Construction work of public bus stand near Kalab Kalan crossing,Construction work of public bus stand near Kalab Kalan crossing,2025-03-20 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_08a1f7a7b9de
wk_08b4b3d1919e,,RS,Jharkhand,Jharkhand,Ranchi,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),RANCHI,Shri Aditya Prasad (2022-28) (2022-2028),ADITYA PRASAD,RS_ADITYA PRASAD,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of building near RTC High School, turmuli of Hesal Piri Panchayat under Budmu Block","Construction of building near RTC High School, turmuli of Hesal Piri Panchayat under Budmu Block",2026-01-08 00:00:00,,,1450000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_08b4b3d1919e
wk_08b6f7a74855,,RS,Bihar,Bihar,Purbi Champaran,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),PURBI CHAMPARAN,Shri Manan Kumar Mishra (2024-28) (2024-2028),MANAN KUMAR MISHRA,RS_MANAN KUMAR MISHRA,,Elected MP,Construction of boundary walls of existing public and community buildings,Normal/Others,Normal/Others,,"Construction work of boundary, gate etc of Jivdhara Mai Sthana Suryapur Road","Construction work of boundary, gate etc of Jivdhara Mai Sthana Suryapur Road",2025-07-31 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_08b6f7a74855
wk_08dce8184731,,LS,Madhya Pradesh,Madhya Pradesh,Khargone,Khargone (West Nimar)(DISTRICT COLLECTOR KHARGONE_IDA),KHARGONE,Gyaneshwar Patil,GYANESHWAR PATIL,LS_GYANESHWAR PATIL,KHANDWA,,Tree plantation for community,Normal/Others,Normal/Others,,sondarykaran bamnala,sondarykaran bamnala,2024-10-08 00:00:00,,,100000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_08dce8184731
wk_093307540c9a,,RS,Uttar Pradesh,Uttar Pradesh,Kushinagar,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),KUSHINAGAR,Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),RATANJIT PRATAP NARAIN SINGH,RS_RATANJIT PRATAP NARAIN SINGH,,Elected MP,Construction of rooms and halls in school and colleges,Trust and Society,Trust and Society,,Block Khadda Gram Rampur Bangar mein S. P. C. Shantiniketan Shishu Vidyalaya mein Class Room Nirman,Block Khadda Gram Rampur Bangar mein S. P. C. Shantiniketan Shishu Vidyalaya mein Class Room Nirman,2025-05-02 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_093307540c9a
wk_095e8cc11c82,,RS,Uttar Pradesh,Uttar Pradesh,Muzaffarnagar,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),MUZAFFARNAGAR,Shri Kapil Sibal (2022-28) (2022-2028),KAPIL SIBAL,RS_KAPIL SIBAL,,Elected MP,Construction of footpaths and pedestrian ways,Normal/Others,Normal/Others,,Construction work of Interlocking Tiles from Nirdhna Village towards Village Hakimpura Road,Construction work of Interlocking Tiles from Nirdhna Village towards Village Hakimpura Road,2025-02-12 00:00:00,,,850000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_095e8cc11c82
wk_09a023bd0712,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),MANAS RANJAN MANGARAJ,RS_MANAS RANJAN MANGARAJ,,Elected MP,Construction of public libraries and reading rooms,Normal/Others,Normal/Others,,Construction of Public Library at Sunakhala.,Construction of Public Library at Sunakhala.,2026-01-08 00:00:00,,,990000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_09a023bd0712
wk_09a42cde6ad6,,LS,Tamil Nadu,Tamil Nadu,Chennai,CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA),CHENNAI,Thalikkottai Rajuthevar Baalu,THALIKKOTTAI RAJUTHEVAR BAALU,LS_THALIKKOTTAI RAJUTHEVAR BAALU,SRIPERUMBUDUR,,Construction of buildings for crèches and anganwadies,Normal/Others,Normal/Others,,Construction of Anganwadi Building inside the Adi-Dravidar Welfare School,Construction of Anganwadi Building inside the Adi-Dravidar Welfare School,2024-12-03 00:00:00,,,2500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_09a42cde6ad6
wk_09b8994ba104,,RS,Tamil Nadu,Tamil Nadu,Chengalpattu,CHENGALPATTU(District Collector Chengalpattu_IDA),CHENGALPATTU,Shri R. Girirajan (2022-28) (2022-2028),R GIRIRAJAN,RS_R GIRIRAJAN,,Elected MP,Purchase of books and periodicals for libraries/digitization of library books,Normal/Others,Normal/Others,,Distribution of Maamanidar Nehru Ariya Pugaipada Varalaru book written by Thiru Gopanna to the Rajeshwari Vedachalam Govt Arts College situated in Chengalpattu District 30X2000,Distribution of Maamanidar Nehru Ariya Pugaipada Varalaru book written by Thiru Gopanna to the Rajeshwari Vedachalam Govt Arts College situated in Chengalpattu District 30X2000,2025-03-05 00:00:00,,,60000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_09b8994ba104
wk_09ec1ad4dfbd,,RS,Kerala,Kerala,Pathanamthitta,PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA),PATHANAMTHITTA,Dr. John Brittas (2021-27) (2021-2027),JOHN BRITTAS,RS_JOHN BRITTAS,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Ranni Amenity centre approach road, Ranni Panchayat, Ward II, Pathanamthitta District","Construction of Ranni Amenity centre approach road, Ranni Panchayat, Ward II, Pathanamthitta District",2025-10-15 00:00:00,,,1570000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_09ec1ad4dfbd
wk_0a1640b4131a,,LS,Haryana,Haryana,Rohtak,ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA),ROHTAK,DEEPENDER SINGH HOODA,DEEPENDER SINGH HOODA,LS_DEEPENDER SINGH HOODA,ROHTAK,,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Development of Works in Vishwakarma Panchal Dharamshala, Bhiwani Road, Rohtak","Development of Works in Vishwakarma Panchal Dharamshala, Bhiwani Road, Rohtak",2024-08-05 00:00:00,,,1100000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0a1640b4131a
wk_0a4fcdf90962,,LS,Maharashtra,Maharashtra,Latur,LATUR(DISTRICT COLLECTOR LATUR_IDA),LATUR,DR KALGE SHIVAJI BANDAPPA,KALGE SHIVAJI BANDAPPA,LS_KALGE SHIVAJI BANDAPPA,LATUR(SC),,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,"Construction of Road and Drainage at Barkat nagar,Ward No.2,Latur Municipal Corporation Area","Construction of Road and Drainage at Barkat nagar,Ward No.2,Latur Municipal Corporation Area",2024-09-27 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0a4fcdf90962
wk_0a90ebfa7bef,,RS,Odisha,Odisha,Khordha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),KHORDHA,Shri Subhasish Khuntia (2024-30) (2024-2030),SUBHASISH KHUNTIA,RS_SUBHASISH KHUNTIA,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Paver Block road from Nibedita Nayak house to Bank Colony Lane 2 at Basuaghai.,Construction of Paver Block road from Nibedita Nayak house to Bank Colony Lane 2 at Basuaghai.,2025-09-15 00:00:00,,,700000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0a90ebfa7bef
wk_0abc4936719e,,LS,Uttar Pradesh,Uttar Pradesh,Auraiya,AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA),AURAIYA,AKHILESH YADAV,AKHILESH YADAV,LS_AKHILESH YADAV,KANNAUJ,,Lighting of public spaces,Normal/Others,Normal/Others,,Installation work of a solar power Light at the intersection in front of the house of Shri Arvind Tiwari alias Raju village Ariyari development block Sahar district Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita,Installation work of a solar power Light at the intersection in front of the house of Shri Arvind Tiwari alias Raju village Ariyari development block Sahar district Auraiya. Mob.-7017162032 By-Shri Pramod Kumar Savita,2024-12-10 00:00:00,,,15500.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0abc4936719e
wk_0b82ff6c3d24,,RS,Maharashtra,Maharashtra,Bhandara,BHANDARA(DISTRICT COLLECTOR BHANDARA_IDA),BHANDARA,Shri Praful Patel (2024-30) (2024-2030),PRAFUL PATEL,RS_PRAFUL PATEL,,Elected MP,"Purchase of hearse van (Four, three and two wheelers)",Normal/Others,Normal/Others,,senior citizens multipurpose association bhandara city me Shavvahini (Purchase of hearse van),senior citizens multipurpose association bhandara city me Shavvahini (Purchase of hearse van),2025-04-02 00:00:00,,,1800000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0b82ff6c3d24
wk_0b98142d020e,,RS,Jharkhand,Jharkhand,Ranchi,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),RANCHI,Shri Aditya Prasad (2022-28) (2022-2028),ADITYA PRASAD,RS_ADITYA PRASAD,,Elected MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction work of PCC road from the house of Akhilesh Kachhap in Huduba village of Huduba Panchayat under Namkom block of Ranchi,Construction work of PCC road from the house of Akhilesh Kachhap in Huduba village of Huduba Panchayat under Namkom block of Ranchi,2025-07-06 00:00:00,,,400000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0b98142d020e
wk_0b9d9329a58a,,RS,Kerala,Kerala,Kozhikode,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),KOZHIKODE,Smt. P. T. Usha (2022-28) (2022-2028),P T USHA,RS_P T USHA,,Nominated MP,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Construction of Madathil Thaze Pathway In Ward No. 17 (Concreting),Construction of Madathil Thaze Pathway In Ward No. 17 (Concreting),2025-09-20 00:00:00,,,600000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0b9d9329a58a
wk_0c6a530d4a24,,LS,Telangana,Telangana,Mahabubabad,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),MAHABUBABAD,BALRAM NAIK PORIKA,BALRAM NAIK PORIKA,LS_BALRAM NAIK PORIKA,MAHABUBABAD,,Street lights,Normal/Others,Normal/Others,,"Installation of Street Lights at Jamandlapally, Ward No.2 & 3 of Mahabubabad Municipality","Installation of Street Lights at Jamandlapally, Ward No.2 & 3 of Mahabubabad Municipality",2024-11-05 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0c6a530d4a24
wk_0cbbb0b75e44,,LS,Maharashtra,Maharashtra,Beed,BEED(DISTRICT COLLECTOR BEED_IDA),BEED,BAJRANG MANOHAR SONWANE,BAJRANG MANOHAR SONWANE,LS_BAJRANG MANOHAR SONWANE,BEED,,Construction of community centers and community halls,Normal/Others,Normal/Others,,Construction of Sabha Mandap in Dalit wasti on Gram Panchayat land Near Samaj Temple.(Special Component Scheme),Construction of Sabha Mandap in Dalit wasti on Gram Panchayat land Near Samaj Temple.(Special Component Scheme),2024-12-09 00:00:00,,,1000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0cbbb0b75e44
wk_0d09c971ac83,,RS,Assam,Assam,Chirang,CHIRANG(Deputy Commissioner Chirang_IDA),CHIRANG,Shri Rwngwra Narzary (2022-28) (2022-2028),RWNGWRA NARZARY,RS_RWNGWRA NARZARY,,Elected MP,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Repair and Renovation,Repair and Renovation,,Renovation of existing boundary wall of Gossaigaon village burial ground.,Renovation of existing boundary wall of Gossaigaon village burial ground.,2025-08-11 00:00:00,,,500000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0d09c971ac83
wk_0d6b6f24918c,,RS,Bihar,Bihar,Vaishali,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),VAISHALI,Shri Sanjay Yadav (2024-30) (2024-2030),SANJAY YADAV,RS_SANJAY YADAV,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of a community building (large hall) on the available government land in Raghopur pashchimi Panchayat under Raghopur block, including a borewell hand pump, one toilet, and two urinals.","Construction of a community building (large hall) on the available government land in Raghopur pashchimi Panchayat under Raghopur block, including a borewell hand pump, one toilet, and two urinals.",2025-09-02 00:00:00,,,1499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0d6b6f24918c
wk_0d90f9760ddf,,RS,Tripura,Tripura,West Tripura,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),WEST TRIPURA,Shri Rajib Bhattacharjee (2024-28) (2024-2028),RAJIB BHATTACHARJEE,RS_RAJIB BHATTACHARJEE,,Elected MP,Construction of rooms and halls in school and colleges,Normal/Others,Normal/Others,,"Construction of a Class Room in the premises of Ramkrishna Vivekananda Vidyamandir, Agartala","Construction of a Class Room in the premises of Ramkrishna Vivekananda Vidyamandir, Agartala",2026-01-07 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0d90f9760ddf
wk_0de4f5aed979,,LS,Goa,Goa,North Goa,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),NORTH GOA,Shripad Yesso Naik,SHRIPAD YESSO NAIK,LS_SHRIPAD YESSO NAIK,NORTH GOA,,"Construction of roads, link roads, pathways or any other road with or without drainage system",Normal/Others,Normal/Others,,Development & Beautification of Pathway & Fixing of Pavers around community hall at sy.no 1/1 Ravan Keri sattari goa ( Phase III),Development & Beautification of Pathway & Fixing of Pavers around community hall at sy.no 1/1 Ravan Keri sattari goa ( Phase III),2024-12-09 00:00:00,,,2000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0de4f5aed979
wk_0e24dace7555,,RS,Bihar,Bihar,Vaishali,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),VAISHALI,Shri Sanjay Yadav (2024-30) (2024-2030),SANJAY YADAV,RS_SANJAY YADAV,,Elected MP,Construction of community centers and community halls,Normal/Others,Normal/Others,,"Construction of a community building on the available land in Bidupur Panchayat under Bidupur block, including one borewell with hand pump, one toilet, two urinals, one room (12 x 10), and one large hall.","Construction of a community building on the available land in Bidupur Panchayat under Bidupur block, including one borewell with hand pump, one toilet, two urinals, one room (12 x 10), and one large hall.",2025-09-27 00:00:00,,,1499000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0e24dace7555
wk_0e533e31474c,,RS,Tamil Nadu,Tamil Nadu,Thiruvallur,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),THIRUVALLUR,Shri R. Girirajan (2022-28) (2022-2028),R GIRIRAJAN,RS_R GIRIRAJAN,,Elected MP,Lighting of public spaces,Normal/Others,Normal/Others,,"Installation of mini-mast lighting (9 meters high, 150 W, 6 units) at Nagalapuram Road, near the bus depot, in Ward No. 09 of Uthukottai Town Panchayat, Tiruvallur District. 9 meters height, 150 W (6 units).","Installation of mini-mast lighting (9 meters high, 150 W, 6 units) at Nagalapuram Road, near the bus depot, in Ward No. 09 of Uthukottai Town Panchayat, Tiruvallur District. 9 meters height, 150 W (6 units).",2026-01-21 00:00:00,,,300000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0e533e31474c
wk_0e69d2bc3631,,RS,Uttar Pradesh,Uttar Pradesh,Meerut,MEERUT(DISTRICT MAGISTRATE MEERUT_IDA),MEERUT,Shri Jayant Chaudhary (2022-28) (2022-2028),JAYANT CHAUDHARY,RS_JAYANT CHAUDHARY,,Elected MP,Development of playfields and sports grounds,Normal/Others,Normal/Others,,"Development of two covered kabaddi grounds - one ground to be developed with kabaddi mat and the other to be developed as a non-mat ground. This will be situated in the ground of Shri Gandhi Smarak Inter College, Dabathuwa, Meerut","Development of two covered kabaddi grounds - one ground to be developed with kabaddi mat and the other to be developed as a non-mat ground. This will be situated in the ground of Shri Gandhi Smarak Inter College, Dabathuwa, Meerut",2025-11-27 00:00:00,,,3000000.0,,,,,recommended,missing_parseable_work_id,synthetic,wk_0e69d2bc3631
