sr_no,state,mp_name_raw,constituency,allocated_amount,house,state_key,elected_nominated,mp_name_clean,mp_key
486,Madhya Pradesh,Smt Sandhya Ray,BHIND(SC),147000000.0,LS,Madhya Pradesh,,SANDHYA RAY,LS_SANDHYA RAY
487,Odisha,Smt Sangeeta Kumari Singh Deo,BOLANGIR,147000000.0,LS,Odisha,,SANGEETA KUMARI SINGH DEO,LS_SANGEETA KUMARI SINGH DEO
488,West Bengal,Smt Satabdi Roy (Banerjee),BIRBHUM,147000000.0,LS,West Bengal,,SATABDI ROY,LS_SATABDI ROY
489,Maharashtra,Smt Supriya Sadanand Sule,BARAMATI,147000000.0,LS,Maharashtra,,SUPRIYA SADANAND SULE,LS_SUPRIYA SADANAND SULE
490,Bihar,Smt Veena Devi,VAISHALI,147000000.0,LS,Bihar,,VEENA DEVI,LS_VEENA DEVI
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922.0,LS,Andhra Pradesh,,SRIBHARAT MATHUKUMLI,LS_SRIBHARAT MATHUKUMLI
492,Bihar,SUDAMA PRASAD,ARRAH,147000000.0,LS,Bihar,,SUDAMA PRASAD,LS_SUDAMA PRASAD
493,Tamil Nadu,SUDHA R,MAYILADUTHURAI,147332315.11,LS,Tamil Nadu,,SUDHA R,LS_SUDHA R
494,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,LS,Bihar,,SUDHAKAR SINGH,LS_SUDHAKAR SINGH
495,West Bengal,Sudip Bandyopadhyay,KOLKATA UTTAR,147000000.0,LS,West Bengal,,SUDIP BANDYOPADHYAY,LS_SUDIP BANDYOPADHYAY
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,LS,Odisha,,SUKANTA KUMAR PANIGRAHI,LS_SUKANTA KUMAR PANIGRAHI
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,LS,Jharkhand,,SUKHDEO BHAGAT,LS_SUKHDEO BHAGAT
498,Punjab,SUKHJINDER SINGH RANDHAWA,GURDASPUR,147000000.0,LS,Punjab,,SUKHJINDER SINGH RANDHAWA,LS_SUKHJINDER SINGH RANDHAWA
499,Karnataka,SUNIL BOSE,CHAMARAJANAGAR(SC),147000000.0,LS,Karnataka,,SUNIL BOSE,LS_SUNIL BOSE
500,Maharashtra,Sunil Dattatray Tatkare,RAIGAD,147000000.0,LS,Maharashtra,,SUNIL DATTATRAY TATKARE,LS_SUNIL DATTATRAY TATKARE
501,Bihar,Sunil Kumar,VALMIKI NAGAR,147000000.0,LS,Bihar,,SUNIL KUMAR,LS_SUNIL KUMAR
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714.0,LS,Bihar,,SURENDRA PRASAD YADAV,LS_SURENDRA PRASAD YADAV
503,Kerala,SURESH GOPI,THRISSUR,147000000.0,LS,Kerala,,SURESH GOPI,LS_SURESH GOPI
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,LS,Himachal Pradesh,,SURESH KUMAR KASHYAP,LS_SURESH KUMAR KASHYAP
505,Telangana,SURESH KUMAR SHETKAR,ZAHIRABAD,147000000.0,LS,Telangana,,SURESH KUMAR SHETKAR,LS_SURESH KUMAR SHETKAR
506,Uttar Pradesh,Swami Sachchidanandhari Sakshi ji Maharaj,UNNAO,147000000.0,LS,Uttar Pradesh,,SWAMI SACHCHIDANANDHARI SAKSHI JI MAHARAJ,LS_SWAMI SACHCHIDANANDHARI SAKSHI JI MAHARAJ
507,Tamil Nadu,T Sumathy (A) Thamizhachi Thangapandian,CHENNAI SOUTH,147000000.0,LS,Tamil Nadu,,T SUMATHY A THAMIZHACHI THANGAPANDIAN,LS_T SUMATHY A THAMIZHACHI THANGAPANDIAN
508,Andhra Pradesh,TANGELLA UDAY SRINIVAS,KAKINADA,199417886.76,LS,Andhra Pradesh,,TANGELLA UDAY SRINIVAS,LS_TANGELLA UDAY SRINIVAS
509,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),148198170.11,LS,Uttar Pradesh,,TANUJ PUNIA,LS_TANUJ PUNIA
510,Bihar,TARIQ ANWAR,KATIHAR,147000000.0,LS,Bihar,,TARIQ ANWAR,LS_TARIQ ANWAR
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,LS,Tamil Nadu,,THALIKKOTTAI RAJUTHEVAR BAALU,LS_THALIKKOTTAI RAJUTHEVAR BAALU
512,Tamil Nadu,THANGA TAMILSELVAN,THENI,147000000.0,LS,Tamil Nadu,,THANGA TAMILSELVAN,LS_THANGA TAMILSELVAN
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,LS,Tamil Nadu,,THARANIVENTHAN M S,LS_THARANIVENTHAN M S
514,Tamil Nadu,Thiru Dayanidhi Maran,CHENNAI CENTRAL,147000000.0,LS,Tamil Nadu,,THIRU DAYANIDHI MARAN,LS_THIRU DAYANIDHI MARAN
515,Tamil Nadu,Thirumaa Valavan Thol,CHIDAMBARAM(SC),147000000.0,LS,Tamil Nadu,,THIRUMAA VALAVAN THOL,LS_THIRUMAA VALAVAN THOL
516,Chhattisgarh,TOKHAN SAHU,BILASPUR,147000000.0,LS,Chhattisgarh,,TOKHAN SAHU,LS_TOKHAN SAHU
517,Uttarakhand,TRIVENDRA SINGH RAWAT,HARDWAR,147000000.0,LS,Uttarakhand,,TRIVENDRA SINGH RAWAT,LS_TRIVENDRA SINGH RAWAT
518,Uttar Pradesh,UJJWAL RAMAN SINGH,ALLAHABAD,147000000.0,LS,Uttar Pradesh,,UJJWAL RAMAN SINGH,LS_UJJWAL RAMAN SINGH
519,Rajasthan,UMMEDA RAM BENIWAL,BARMER,147000000.0,LS,Rajasthan,,UMMEDA RAM BENIWAL,LS_UMMEDA RAM BENIWAL
520,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,147000000.0,LS,Uttar Pradesh,,UTKARSH VERMA MADHUR,LS_UTKARSH VERMA MADHUR
521,Tamil Nadu,V S Matheswaran,NAMAKKAL,162539930.11,LS,Tamil Nadu,,V S MATHESWARAN,LS_V S MATHESWARAN
522,Karnataka,V. SOMANNA,TUMKUR,147000000.0,LS,Karnataka,,V SOMANNA,LS_V SOMANNA
523,Puducherry,Vaithilingam Ve,Puducherry,209368972.11,LS,Puducherry,,VAITHILINGAM VE,LS_VAITHILINGAM VE
524,Telangana,VAMSI KRISHNA GADDAM,PEDDAPALLE,148451721.11,LS,Telangana,,VAMSI KRISHNA GADDAM,LS_VAMSI KRISHNA GADDAM
525,Haryana,VARUN CHAUDHRY,AMBALA (SC),255454264.0,LS,Haryana,,VARUN CHAUDHRY,LS_VARUN CHAUDHRY
526,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,147000000.0,LS,Kerala,,VELLALATH KOCHUKRISHNAN NAIR SREEKANDAN,LS_VELLALATH KOCHUKRISHNAN NAIR SREEKANDAN
527,Chhattisgarh,Vijay Baghel,DURG,147000000.0,LS,Chhattisgarh,,VIJAY BAGHEL,LS_VIJAY BAGHEL
528,Uttar Pradesh,Vijay Kumar Dubey,KUSHI NAGAR,148900000.0,LS,Uttar Pradesh,,VIJAY KUMAR DUBEY,LS_VIJAY KUMAR DUBEY
529,Jharkhand,Vijay Kumar Hansdak,RAJMAHAL(ST),147223957.11,LS,Jharkhand,,VIJAY KUMAR HANSDAK,LS_VIJAY KUMAR HANSDAK
530,Bihar,VIJAYLAKSHMI DEVI,SIWAN,147000000.0,LS,Bihar,,VIJAYLAKSHMI DEVI,LS_VIJAYLAKSHMI DEVI
531,Gujarat,Vinod Chavda,KACHCHH(SC),147000000.0,LS,Gujarat,,VINOD CHAVDA,LS_VINOD CHAVDA
532,Uttar Pradesh,VINOD KUMAR BIND,BHADOHI,147000000.0,LS,Uttar Pradesh,,VINOD KUMAR BIND,LS_VINOD KUMAR BIND
533,Madhya Pradesh,Virendra Kumar,TIKAMGARH(SC),147000000.0,LS,Madhya Pradesh,,VIRENDRA KUMAR,LS_VIRENDRA KUMAR
534,Uttar Pradesh,VIRENDRA SINGH,CHANDAULI,147000000.0,LS,Uttar Pradesh,,VIRENDRA SINGH,LS_VIRENDRA SINGH
535,Maharashtra,VISHAL,SANGLI,147000000.0,LS,Maharashtra,,VISHAL,LS_VISHAL
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,LS,Jharkhand,,VISHNU DAYAL RAM,LS_VISHNU DAYAL RAM
537,Madhya Pradesh,Vishnu Dutt Sharma,KHAJURAHO,147000000.0,LS,Madhya Pradesh,,VISHNU DUTT SHARMA,LS_VISHNU DUTT SHARMA
538,Karnataka,VISHWESHWAR HEGDE KAGERI,UTTARA KANNADA,147000000.0,LS,Karnataka,,VISHWESHWAR HEGDE KAGERI,LS_VISHWESHWAR HEGDE KAGERI
539,Bihar,VIVEK THAKUR,NAWADA,147000000.0,LS,Bihar,,VIVEK THAKUR,LS_VIVEK THAKUR
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,LS,Andhra Pradesh,,Y S AVINASH REDDY,LS_Y S AVINASH REDDY
541,Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,MYSORE,147000000.0,LS,Karnataka,,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,LS_YADUVEER KRISHNADATTA CHAMARAJA WADIYAR
542,Delhi,Yogendra Chandoliya,NORTH WEST DELHI(SC),147876307.0,LS,Delhi,,YOGENDRA CHANDOLIYA,LS_YOGENDRA CHANDOLIYA
543,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,147000000.0,LS,Uttar Pradesh,,ZIA UR REHMAN,LS_ZIA UR REHMAN
1,Telangana,Dr. Abhishek Manu Singhvi (2026-32) (2026-2032),,73421449.0,RS,Telangana,Elected MP,ABHISHEK MANU SINGHVI,RS_ABHISHEK MANU SINGHVI
2,Maharashtra,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,AJEET MADHAVRAO GOPCHADE,RS_AJEET MADHAVRAO GOPCHADE
3,Rajasthan,Dr. Alka Singh (2026-32) (2026-2032),,49000000.0,RS,Rajasthan,Elected MP,ALKA SINGH,RS_ALKA SINGH
4,Tamil Nadu,Dr. Anbumani Ramadoss (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,ANBUMANI RAMADOSS,RS_ANBUMANI RAMADOSS
5,Maharashtra,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),,196063957.11,RS,Maharashtra,Elected MP,ANIL SUKHDEORAO BONDE,RS_ANIL SUKHDEORAO BONDE
6,Punjab,Dr. Ashok Kumar Mittal (2022-28) (2022-2028),,222487632.14,RS,Punjab,Elected MP,ASHOK KUMAR MITTAL,RS_ASHOK KUMAR MITTAL
7,Bihar,Dr. Bhim Singh (2024-30) (2024-2030),,186200000.0,RS,Bihar,Elected MP,BHIM SINGH,RS_BHIM SINGH
8,Karnataka,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,196063957.11,RS,Karnataka,Nominated MP,DHARMASTHALA VEERENDRA HEGGADE,RS_DHARMASTHALA VEERENDRA HEGGADE
9,Bihar,Dr. Dharmshila Gupta (2024-30) (2024-2030),,186200000.0,RS,Bihar,Elected MP,DHARMSHILA GUPTA,RS_DHARMSHILA GUPTA
10,Uttar Pradesh,Dr. Dinesh Sharma (2023-26) (2023-2026),,147000000.0,RS,Uttar Pradesh,Elected MP,DINESH SHARMA,RS_DINESH SHARMA
11,Bihar,Dr. Faiyaz Ahmad (2022-28) (2022-2028),,235263957.11,RS,Bihar,Elected MP,FAIYAZ AHMAD,RS_FAIYAZ AHMAD
12,Kerala,Dr. John Brittas (2021-27) (2021-2027),,245063957.11,RS,Kerala,Elected MP,JOHN BRITTAS,RS_JOHN BRITTAS
13,Maharashtra,Dr. Jyoti Nagnath Waghmare (2026-32) (2026-2032),,49000000.0,RS,Maharashtra,Elected MP,JYOTI NAGNATH WAGHMARE,RS_JYOTI NAGNATH WAGHMARE
14,Uttar Pradesh,Dr. K. Laxman (2022-28) (2022-2028),,197637007.11,RS,Uttar Pradesh,Elected MP,K LAXMAN,RS_K LAXMAN
15,Uttarakhand,Dr. Kalpana Saini (2022-28) (2022-2028),,200830405.8,RS,Uttarakhand,Elected MP,KALPANA SAINI,RS_KALPANA SAINI
16,Madhya Pradesh,Dr. Kavita Patidar (2022-28) (2022-2028),,197118521.35000002,RS,Madhya Pradesh,Elected MP,KAVITA PATIDAR,RS_KAVITA PATIDAR
17,Madhya Pradesh,Dr. L. Murugan (2024-30) (2024-2030),,147000000.0,RS,Madhya Pradesh,Elected MP,L MURUGAN,RS_L MURUGAN
18,Uttar Pradesh,Dr. Laxmikant Bajpayee (2022-28) (2022-2028),,196000000.0,RS,Uttar Pradesh,Elected MP,LAXMIKANT BAJPAYEE,RS_LAXMIKANT BAJPAYEE
19,Tamil Nadu,Dr. M. Dhanapal (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,M DHANAPAL,RS_M DHANAPAL
20,Tamil Nadu,Dr. M. Thambi Durai (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,M THAMBI DURAI,RS_M THAMBI DURAI
21,Maharashtra,Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,MEDHA VISHRAM KULKARNI,RS_MEDHA VISHRAM KULKARNI
22,Delhi,Dr. Meenakshi Jain (2025-31) (2025-2031),,73500000.0,RS,Delhi,Nominated MP,MEENAKSHI JAIN,RS_MEENAKSHI JAIN
23,Gujarat,Dr. Mukeshbhai J. Rathwa (2026-32) (2026-2032),,49000000.0,RS,Gujarat,Elected MP,MUKESHBHAI J RATHWA,RS_MUKESHBHAI J RATHWA
24,Gujarat,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),,147000000.0,RS,Gujarat,Elected MP,PARMAR JASHVANTSINH SALAMSINH,RS_PARMAR JASHVANTSINH SALAMSINH
25,Uttar Pradesh,Dr. Radha Mohan Das Agrawal (2022-28) (2022-2028),,203626524.67000002,RS,Uttar Pradesh,Elected MP,RADHA MOHAN DAS AGRAWAL,RS_RADHA MOHAN DAS AGRAWAL
26,Punjab,Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),,232203454.24,RS,Punjab,Elected MP,SANDEEP KUMAR PATHAK,RS_SANDEEP KUMAR PATHAK
27,Uttar Pradesh,Dr. Sangeeta Balwant (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,SANGEETA BALWANT,RS_SANGEETA BALWANT
28,Odisha,Dr. Santrupt Misra (2026-32) (2026-2032),,49000000.0,RS,Odisha,Elected MP,SANTRUPT MISRA,RS_SANTRUPT MISRA
29,Jharkhand,Dr. Sarfraz Ahmad (2024-30) (2024-2030),,178564551.09,RS,Jharkhand,Elected MP,SARFRAZ AHMAD,RS_SARFRAZ AHMAD
30,Odisha,Dr. Sasmit Patra (2022-28) (2022-2028),,196063957.11,RS,Odisha,Elected MP,SASMIT PATRA,RS_SASMIT PATRA
31,Rajasthan,Dr. Satish Poonia (2026-32) (2026-2032),,49000000.0,RS,Rajasthan,Elected MP,SATISH POONIA,RS_SATISH POONIA
32,Himachal Pradesh,Dr. Sikander Kumar (2022-28) (2022-2028),,207863957.11,RS,Himachal Pradesh,Elected MP,SIKANDER KUMAR,RS_SIKANDER KUMAR
33,Uttar Pradesh,Dr. Sudhanshu Trivedi (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,SUDHANSHU TRIVEDI,RS_SUDHANSHU TRIVEDI
34,Karnataka,Dr. Syed Naseer Hussain (2024-30) (2024-2030),,147000000.0,RS,Karnataka,Elected MP,SYED NASEER HUSSAIN,RS_SYED NASEER HUSSAIN
35,Kerala,Dr. V. Sivadasan (2021-27) (2021-2027),,276720323.27,RS,Kerala,Elected MP,V SIVADASAN,RS_V SIVADASAN
36,Punjab,Dr. Vikramjit Singh Sahney (2022-28) (2022-2028),,198656208.57000002,RS,Punjab,Elected MP,VIKRAMJIT SINGH SAHNEY,RS_VIKRAMJIT SINGH SAHNEY
37,West Bengal,Ms. Dola Sen (2023-29) (2023-2029),,171500000.0,RS,West Bengal,Elected MP,DOLA SEN,RS_DOLA SEN
38,Delhi,Ms. Swati Maliwal (2024-30) (2024-2030),,147000000.0,RS,Delhi,Elected MP,SWATI MALIWAL,RS_SWATI MALIWAL
39,Bihar,Prof. Manoj Kumar Jha (2024-30) (2024-2030),,191620112.11,RS,Bihar,Elected MP,MANOJ KUMAR JHA,RS_MANOJ KUMAR JHA
40,Uttar Pradesh,Prof. Ram Gopal Yadav (2020-26) (2020-2026),,221271395.11,RS,Uttar Pradesh,Elected MP,RAM GOPAL YADAV,RS_RAM GOPAL YADAV
41,Kerala,Shri A. A. Rahim (2022-28) (2022-2028),,220563957.11,RS,Kerala,Elected MP,A A RAHIM,RS_A A RAHIM
42,Kerala,Shri Abdul Wahab (2021-27) (2021-2027),,310898953.29,RS,Kerala,Elected MP,ABDUL WAHAB,RS_ABDUL WAHAB
43,Jharkhand,Shri Aditya Prasad (2022-28) (2022-2028),,227628508.2,RS,Jharkhand,Elected MP,ADITYA PRASAD,RS_ADITYA PRASAD
44,Karnataka,Shri Ajay Makan (2024-30) (2024-2030),,147000000.0,RS,Karnataka,Elected MP,AJAY MAKAN,RS_AJAY MAKAN
45,Bihar,Shri Akhilesh Prasad Singh (2024-30) (2024-2030),,186200000.0,RS,Bihar,Elected MP,AKHILESH PRASAD SINGH,RS_AKHILESH PRASAD SINGH
46,Uttar Pradesh,Shri Amar Pal Maurya (2024-30) (2024-2030),,147000000.0,RS,Uttar Pradesh,Elected MP,AMAR PAL MAURYA,RS_AMAR PAL MAURYA
47,Telangana,Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),,147000000.0,RS,Telangana,Elected MP,ANIL KUMAR YADAV MANDADI,RS_ANIL KUMAR YADAV MANDADI
48,Himachal Pradesh,Shri Anurag Sharma (2026-32) (2026-2032),,49000000.0,RS,Himachal Pradesh,Elected MP,ANURAG SHARMA,RS_ANURAG SHARMA
49,Uttar Pradesh,Shri Arun Singh (2020-26) (2020-2026),,223492764.11,RS,Uttar Pradesh,Elected MP,ARUN SINGH,RS_ARUN SINGH
50,Madhya Pradesh,Shri Ashok Singh (2024-30) (2024-2030),,147000000.0,RS,Madhya Pradesh,Elected MP,ASHOK SINGH,RS_ASHOK SINGH
51,Maharashtra,Shri Ashokrao Shankarrao Chavan (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,ASHOKRAO SHANKARRAO CHAVAN,RS_ASHOKRAO SHANKARRAO CHAVAN
52,Odisha,Shri Ashwini Vaishnaw (2024-30) (2024-2030),,265563957.11,RS,Odisha,Elected MP,ASHWINI VAISHNAW,RS_ASHWINI VAISHNAW
53,Telangana,Shri B. Parthasaradhi Reddy (2022-28) (2022-2028),,244365104.0,RS,Telangana,Elected MP,B PARTHASARADHI REDDY,RS_B PARTHASARADHI REDDY
54,Uttar Pradesh,Shri B.L. Verma (2020-26) (2020-2026),,196063957.11,RS,Uttar Pradesh,Elected MP,B L VERMA,RS_B L VERMA
55,Gujarat,Shri Babubhai Jesangbhai Desai (2023-29) (2023-2029),,171500000.0,RS,Gujarat,Elected MP,BABUBHAI JESANGBHAI DESAI,RS_BABUBHAI JESANGBHAI DESAI
56,Uttar Pradesh,Shri Baburam Nishad (2022-28) (2022-2028),,196063957.11,RS,Uttar Pradesh,Elected MP,BABURAM NISHAD,RS_BABURAM NISHAD
57,Jharkhand,Shri Baidyanath Ram (2026-32) (2026-2032),,49000000.0,RS,Jharkhand,Elected MP,BAIDYANATH RAM,RS_BAIDYANATH RAM
58,Madhya Pradesh,Shri Balyogi Umeshnath (2024-30) (2024-2030),,147000000.0,RS,Madhya Pradesh,Elected MP,BALYOGI UMESHNATH,RS_BALYOGI UMESHNATH
59,Madhya Pradesh,Shri Banshilal Gurjar (2024-30) (2024-2030),,147000000.0,RS,Madhya Pradesh,Elected MP,BANSHILAL GURJAR,RS_BANSHILAL GURJAR
60,Andhra Pradesh,Shri Bhashyam Rama Krishna (2026-32) (2026-2032),,49000000.0,RS,Andhra Pradesh,Elected MP,BHASHYAM RAMA KRISHNA,RS_BHASHYAM RAMA KRISHNA
61,Assam,Shri Birendra Prasad Baishya (2025-31) (2025-2031),,98000000.0,RS,Assam,Elected MP,BIRENDRA PRASAD BAISHYA,RS_BIRENDRA PRASAD BAISHYA
62,Uttar Pradesh,Shri Brij Lal (2020-26) (2020-2026),,196063957.11,RS,Uttar Pradesh,Elected MP,BRIJ LAL,RS_BRIJ LAL
63,Kerala,Shri C. Sadanandan Master (2025-31) (2025-2031),,73500000.0,RS,Kerala,Nominated MP,C SADANANDAN MASTER,RS_C SADANANDAN MASTER
64,Maharashtra,Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,147000000.0,RS,Maharashtra,Elected MP,CHANDRAKANT DAMODAR HANDORE,RS_CHANDRAKANT DAMODAR HANDORE
65,Jammu And Kashmir,Shri Chowdry Mohammad Ramzan (2025-31) (2025-2031),,73500000.0,RS,Jammu And Kashmir,Elected MP,CHOWDRY MOHAMMAD RAMZAN,RS_CHOWDRY MOHAMMAD RAMZAN
66,Tamil Nadu,Shri Christopher Manickam (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,CHRISTOPHER MANICKAM,RS_CHRISTOPHER MANICKAM
67,Rajasthan,Shri Chunnilal Garasiya (2024-30) (2024-2030),,147000000.0,RS,Rajasthan,Elected MP,CHUNNILAL GARASIYA,RS_CHUNNILAL GARASIYA
68,Tamil Nadu,Shri Constandine Ravindran (2026-32) (2026-2032),,49356476.5,RS,Tamil Nadu,Elected MP,CONSTANDINE RAVINDRAN,RS_CONSTANDINE RAVINDRAN
69,Telangana,Shri Damodar Rao Divakonda (2022-28) (2022-2028),,239919406.11,RS,Telangana,Elected MP,DAMODAR RAO DIVAKONDA,RS_DAMODAR RAO DIVAKONDA
70,Odisha,Shri Debashish Samantaray (2026-30) (2026-2030),,23800006.0,RS,Odisha,Elected MP,DEBASHISH SAMANTARAY,RS_DEBASHISH SAMANTARAY
71,West Bengal,Shri Derek O' Brien (2023-29) (2023-2029),,171500000.0,RS,West Bengal,Elected MP,DEREK O BRIEN,RS_DEREK O BRIEN
72,Chhattisgarh,Shri Devendra Pratap Singh (2024-30) (2024-2030),,170837637.76,RS,Chhattisgarh,Elected MP,DEVENDRA PRATAP SINGH,RS_DEVENDRA PRATAP SINGH
73,Maharashtra,Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),,220383643.11,RS,Maharashtra,Elected MP,DHANANJAY BHIMRAO MAHADIK,RS_DHANANJAY BHIMRAO MAHADIK
74,Odisha,Shri Dilip Kumar Ray (2026-32) (2026-2032),,49000000.0,RS,Odisha,Elected MP,DILIP KUMAR RAY,RS_DILIP KUMAR RAY
75,Sikkim,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),,150170726.11,RS,Sikkim,Elected MP,DORJEE TSHERING LEPCHA,RS_DORJEE TSHERING LEPCHA
76,Karnataka,Shri G.C. Chandrashekhar (2024-30) (2024-2030),,147000000.0,RS,Karnataka,Elected MP,G C CHANDRASHEKHAR,RS_G C CHANDRASHEKHAR
77,Rajasthan,Shri Ghanshyam Tiwari (2022-28) (2022-2028),,196063957.11,RS,Rajasthan,Elected MP,GHANSHYAM TIWARI,RS_GHANSHYAM TIWARI
78,Andhra Pradesh,Shri Golla Baburao (2024-30) (2024-2030),,147000000.0,RS,Andhra Pradesh,Elected MP,GOLLA BABURAO,RS_GOLLA BABURAO
79,Gujarat,Shri Govindbhai Laljibhai Dholakia (2024-30) (2024-2030),,147000000.0,RS,Gujarat,Elected MP,GOVINDBHAI LALJIBHAI DHOLAKIA,RS_GOVINDBHAI LALJIBHAI DHOLAKIA
80,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),,196063957.11,RS,Jammu And Kashmir,Nominated MP,GULAM ALI,RS_GULAM ALI
81,Jammu And Kashmir,Shri Gurwinder Singh Oberoi (2025-31) (2025-2031),,73500000.0,RS,Jammu And Kashmir,Elected MP,GURWINDER SINGH OBEROI,RS_GURWINDER SINGH OBEROI
82,Punjab,Shri Harbhajan Singh (2022-28) (2022-2028),,220984094.27,RS,Punjab,Elected MP,HARBHAJAN SINGH,RS_HARBHAJAN SINGH
83,Uttar Pradesh,Shri Hardeep Singh Puri (2020-26) (2020-2026),,226801049.11,RS,Uttar Pradesh,Elected MP,HARDEEP SINGH PURI,RS_HARDEEP SINGH PURI
84,Kerala,Shri Haris Beeran (2024-30) (2024-2030),,122500000.0,RS,Kerala,Elected MP,HARIS BEERAN,RS_HARIS BEERAN
85,Himachal Pradesh,Shri Harsh Mahajan (2024-30) (2024-2030),,147000000.0,RS,Himachal Pradesh,Elected MP,HARSH MAHAJAN,RS_HARSH MAHAJAN
86,West Bengal,Shri Harsh Vardhan Shringla (2025-31) (2025-2031),,73500000.0,RS,West Bengal,Nominated MP,HARSH VARDHAN SHRINGLA,RS_HARSH VARDHAN SHRINGLA
87,Tamil Nadu,Shri I.S. Inbadurai (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,I S INBADURAI,RS_I S INBADURAI
88,Tamil Nadu,Shri Ilaiyaraaja (2022-28) (2022-2028),,220563957.11,RS,Tamil Nadu,Nominated MP,ILAIYARAAJA,RS_ILAIYARAAJA
89,Maharashtra,Shri Imran Pratapgarhi (2022-28) (2022-2028),,196000000.0,RS,Maharashtra,Elected MP,IMRAN PRATAPGARHI,RS_IMRAN PRATAPGARHI
90,Gujarat,Shri Jagat Prakash Nadda (2024-30) (2024-2030),,147000000.0,RS,Gujarat,Elected MP,JAGAT PRAKASH NADDA,RS_JAGAT PRAKASH NADDA
91,Karnataka,Shri Jaggesh (2022-28) (2022-2028),,196063957.11,RS,Karnataka,Elected MP,JAGGESH,RS_JAGGESH
92,Karnataka,Shri Jairam Ramesh (2022-28) (2022-2028),,220563957.11,RS,Karnataka,Elected MP,JAIRAM RAMESH,RS_JAIRAM RAMESH
93,Meghalaya,Shri James Pangsang Kongkal Sangma (2026-32) (2026-2032),,49000000.0,RS,Meghalaya,Elected MP,JAMES PANGSANG KONGKAL SANGMA,RS_JAMES PANGSANG KONGKAL SANGMA
94,Uttar Pradesh,Shri Javed Ali Khan (2022-28) (2022-2028),,196063957.11,RS,Uttar Pradesh,Elected MP,JAVED ALI KHAN,RS_JAVED ALI KHAN
95,Uttar Pradesh,Shri Jayant Chaudhary (2022-28) (2022-2028),,214074707.67000002,RS,Uttar Pradesh,Elected MP,JAYANT CHAUDHARY,RS_JAYANT CHAUDHARY
96,Assam,Shri Jogen Mohan (2026-32) (2026-2032),,49000000.0,RS,Assam,Elected MP,JOGEN MOHAN,RS_JOGEN MOHAN
97,Kerala,Shri Jose K. Mani (2024-30) (2024-2030),,122500000.0,RS,Kerala,Elected MP,JOSE K MANI,RS_JOSE K MANI
98,Tamil Nadu,Shri K.R.N. Rajeshkumar (2022-28) (2022-2028),,238513975.53,RS,Tamil Nadu,Elected MP,K R N RAJESHKUMAR,RS_K R N RAJESHKUMAR
99,Tamil Nadu,Shri Kamal Haasan (2025-31) (2025-2031),,89248285.42,RS,Tamil Nadu,Elected MP,KAMAL HAASAN,RS_KAMAL HAASAN
100,Assam,Shri Kanad Purkayastha (2025-31) (2025-2031),,98000000.0,RS,Assam,Elected MP,KANAD PURKAYASTHA,RS_KANAD PURKAYASTHA
