sr_no,state,mp_name_raw,constituency,allocated_amount,house,state_key,elected_nominated,mp_name_clean,mp_key
1,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442.0,LS,Maharashtra,,AASHTIKAR PATIL NAGESH BAPURAO,LS_AASHTIKAR PATIL NAGESH BAPURAO
2,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,147000000.0,LS,Jammu And Kashmir,,ABDUL RASHID SHEIKH,LS_ABDUL RASHID SHEIKH
3,Bihar,ABHAY KUMAR SINHA,AURANGABAD_BR,147000000.0,LS,Bihar,,ABHAY KUMAR SINHA,LS_ABHAY KUMAR SINHA
4,West Bengal,ABHIJIT GANGOPADHYAY,TAMLUK,147000000.0,LS,West Bengal,,ABHIJIT GANGOPADHYAY,LS_ABHIJIT GANGOPADHYAY
5,West Bengal,Abu Taher Khan,MURSHIDABAD,147000000.0,LS,West Bengal,,ABU TAHER KHAN,LS_ABU TAHER KHAN
6,West Bengal,ADHIKARI SOUMENDU,KANTHI,147000000.0,LS,West Bengal,,ADHIKARI SOUMENDU,LS_ADHIKARI SOUMENDU
7,Uttar Pradesh,ADITYA YADAV,BADAUN,147000000.0,LS,Uttar Pradesh,,ADITYA YADAV,LS_ADITYA YADAV
8,Kerala,Adv Adoor Prakash,ATTINGAL,147000000.0,LS,Kerala,,ADV ADOOR PRAKASH,LS_ADV ADOOR PRAKASH
9,Kerala,Adv Dean Kuriakose,IDUKKI,147000000.0,LS,Kerala,,ADV DEAN KURIAKOSE,LS_ADV DEAN KURIAKOSE
10,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11,LS,Maharashtra,,ADV GOWAAL KAGADA PADAVI,LS_ADV GOWAAL KAGADA PADAVI
11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,LS,Kerala,,ADV K FRANCIS GEORGE,LS_ADV K FRANCIS GEORGE
12,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000.0,LS,Uttar Pradesh,,AFZAL ANSARI,LS_AFZAL ANSARI
13,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,147000000.0,LS,Jammu And Kashmir,,AGA SYED RUHULLAH MEHDI,LS_AGA SYED RUHULLAH MEHDI
14,Uttarakhand,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,147000000.0,LS,Uttarakhand,,AJAY BHATT,LS_AJAY BHATT
15,Bihar,Ajay Kumar Mandal,BHAGALPUR,147000000.0,LS,Bihar,,AJAY KUMAR MANDAL,LS_AJAY KUMAR MANDAL
16,Uttarakhand,Ajay Tamta,ALMORA(SC),147000000.0,LS,Uttarakhand,,AJAY TAMTA,LS_AJAY TAMTA
17,Uttar Pradesh,AJENDRA SINGH LODHI,HAMIRPUR_UP,147000000.0,LS,Uttar Pradesh,,AJENDRA SINGH LODHI,LS_AJENDRA SINGH LODHI
18,Uttar Pradesh,AKHILESH YADAV,KANNAUJ,147000000.0,LS,Uttar Pradesh,,AKHILESH YADAV,LS_AKHILESH YADAV
19,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,147000000.0,LS,Uttar Pradesh,,AKSHAYA YADAV,LS_AKSHAYA YADAV
20,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),147000000.0,LS,Manipur,,ALFRED KANNGAM S ARTHUR,LS_ALFRED KANNGAM S ARTHUR
21,Bihar,Alok Kumar Suman,GOPALGANJ (SC),147000000.0,LS,Bihar,,ALOK KUMAR SUMAN,LS_ALOK KUMAR SUMAN
22,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000.0,LS,Madhya Pradesh,,ALOK SHARMA,LS_ALOK SHARMA
23,Maharashtra,AMAR SHARADRAO KALE,WARDHA,147000000.0,LS,Maharashtra,,AMAR SHARADRAO KALE,LS_AMAR SHARADRAO KALE
24,Assam,AMARSING TISSO,Diphu (ST),147000000.0,LS,Assam,,AMARSING TISSO,LS_AMARSING TISSO
25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,LS,Andhra Pradesh,,AMBICA G LAKSHMINARAYANA VALMIKI,LS_AMBICA G LAKSHMINARAYANA VALMIKI
26,Maharashtra,Amol Ramsing Kolhe,SHIRUR,147000000.0,LS,Maharashtra,,AMOL RAMSING KOLHE,LS_AMOL RAMSING KOLHE
27,Rajasthan,AMRARAM,SIKAR,165691544.11,LS,Rajasthan,,AMRARAM,LS_AMRARAM
28,Punjab,AMRINDER SINGH RAJA WARRING,LUDHIANA,147000000.0,LS,Punjab,,AMRINDER SINGH RAJA WARRING,LS_AMRINDER SINGH RAJA WARRING
29,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,147000000.0,LS,Uttar Pradesh,,ANAND BHADAURIYA,LS_ANAND BHADAURIYA
30,Uttar Pradesh,ANAND KUMAR,BAHRAICH(SC),147000000.0,LS,Uttar Pradesh,,ANAND KUMAR,LS_ANAND KUMAR
31,Odisha,ANANTA NAYAK,KEONJHAR(ST),147000000.0,LS,Odisha,,ANANTA NAYAK,LS_ANANTA NAYAK
32,Tamil Nadu,Andimuthu Raja,NILGIRIS(SC),147000000.0,LS,Tamil Nadu,,ANDIMUTHU RAJA,LS_ANDIMUTHU RAJA
33,Meghalaya,ANDREW J. SYNGKON,SHILLONG,98000000.0,LS,Meghalaya,,ANDREW J SYNGKON,LS_ANDREW J SYNGKON
34,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,147000000.0,LS,Manipur,,ANGOMCHA BIMOL AKOIJAM,LS_ANGOMCHA BIMOL AKOIJAM
35,Uttarakhand,ANIL BALUNI,GARHWAL,147000000.0,LS,Uttarakhand,,ANIL BALUNI,LS_ANIL BALUNI
36,Maharashtra,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,147000000.0,LS,Maharashtra,,ANIL YESHWANT DESAI,LS_ANIL YESHWANT DESAI
37,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),147000000.0,LS,Madhya Pradesh,,ANITA NAGARSINGH CHOUHAN,LS_ANITA NAGARSINGH CHOUHAN
38,Odisha,ANITA SUBHADARSHINI,ASKA,147000000.0,LS,Odisha,,ANITA SUBHADARSHINI,LS_ANITA SUBHADARSHINI
39,Jharkhand,Annpurna Devi,KODARMA,166665931.8,LS,Jharkhand,,ANNPURNA DEVI,LS_ANNPURNA DEVI
40,Uttar Pradesh,ANOOP PRADHAN BALMIKI,HATHRAS (SC),147000000.0,LS,Uttar Pradesh,,ANOOP PRADHAN BALMIKI,LS_ANOOP PRADHAN BALMIKI
41,Kerala,Anto Antony,PATHANAMTHITTA,147000000.0,LS,Kerala,,ANTO ANTONY,LS_ANTO ANTONY
42,Maharashtra,ANUP SANJAY DHOTRE,AKOLA,147000000.0,LS,Maharashtra,,ANUP SANJAY DHOTRE,LS_ANUP SANJAY DHOTRE
43,Uttar Pradesh,Anurag Sharma,JHANSI,147000000.0,LS,Uttar Pradesh,,ANURAG SHARMA,LS_ANURAG SHARMA
44,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,LS,Himachal Pradesh,,ANURAG SINGH THAKUR,LS_ANURAG SINGH THAKUR
45,Andhra Pradesh,Appalanaidu Kalisetti,VIZIANAGARAM,147000000.0,LS,Andhra Pradesh,,APPALANAIDU KALISETTI,LS_APPALANAIDU KALISETTI
46,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,LS,Bihar,,ARUN BHARTI,LS_ARUN BHARTI
47,Uttar Pradesh,ARUN GOVIL,MEERUT,147000000.0,LS,Uttar Pradesh,,ARUN GOVIL,LS_ARUN GOVIL
48,Tamil Nadu,ARUN NEHRU,PERAMBALUR,147000000.0,LS,Tamil Nadu,,ARUN NEHRU,LS_ARUN NEHRU
49,Telangana,ARUNA. D. K,MAHABUBNAGAR,147000000.0,LS,Telangana,,ARUNA D K,LS_ARUNA D K
50,West Bengal,ARUP CHAKRABORTY,BANKURA,147000000.0,LS,West Bengal,,ARUP CHAKRABORTY,LS_ARUP CHAKRABORTY
51,Telangana,Arvind Dharmapuri,NIZAMABAD,281396355.11,LS,Telangana,,ARVIND DHARMAPURI,LS_ARVIND DHARMAPURI
52,Maharashtra,Arvind Ganpat Sawant,MUMBAI SOUTH,147000000.0,LS,Maharashtra,,ARVIND GANPAT SAWANT,LS_ARVIND GANPAT SAWANT
53,Telangana,Asaduddin Owaisi,HYDERABAD,147000000.0,LS,Telangana,,ASADUDDIN OWAISI,LS_ASADUDDIN OWAISI
54,Madhya Pradesh,ASHISH DUBEY,JABALPUR,147000000.0,LS,Madhya Pradesh,,ASHISH DUBEY,LS_ASHISH DUBEY
55,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),147000000.0,LS,Uttar Pradesh,,ASHOK KUMAR RAWAT,LS_ASHOK KUMAR RAWAT
56,Bihar,Ashok Kumar Yadav,MADHUBANI,147000000.0,LS,Bihar,,ASHOK KUMAR YADAV,LS_ASHOK KUMAR YADAV
57,West Bengal,Asit Kumar Mal,BOLPUR(SC),275694456.74,LS,West Bengal,,ASIT KUMAR MAL,LS_ASIT KUMAR MAL
58,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470.0,LS,Uttar Pradesh,,ATUL GARG,LS_ATUL GARG
59,Odisha,AVIMANYU SETHI,BHADRAK(SC),147000000.0,LS,Odisha,,AVIMANYU SETHI,LS_AVIMANYU SETHI
60,Uttar Pradesh,AWADHESH PRASAD,FAIZABAD,147000000.0,LS,Uttar Pradesh,,AWADHESH PRASAD,LS_AWADHESH PRASAD
61,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,LS,West Bengal,,AZAD KIRTI JHA,LS_AZAD KIRTI JHA
62,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11,LS,Andhra Pradesh,,B K PARTHASARATHI,LS_B K PARTHASARATHI
63,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,147000000.0,LS,Uttar Pradesh,,BABU SINGH KUSHWAHA,LS_BABU SINGH KUSHWAHA
64,Maharashtra,BACHHAV SHOBHA DINESH,DHULE,147000000.0,LS,Maharashtra,,BACHHAV SHOBHA DINESH,LS_BACHHAV SHOBHA DINESH
65,West Bengal,BAG MITALI,ARAMBAG(SC),147000000.0,LS,West Bengal,,BAG MITALI,LS_BAG MITALI
66,Odisha,BAIJAYANT PANDA,KENDRAPARA,147000000.0,LS,Odisha,,BAIJAYANT PANDA,LS_BAIJAYANT PANDA
67,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,LS,Maharashtra,,BAJRANG MANOHAR SONWANE,LS_BAJRANG MANOHAR SONWANE
68,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11,LS,Odisha,,BALABHADRA MAJHI,LS_BALABHADRA MAJHI
69,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000.0,LS,Andhra Pradesh,,BALASHOWRY VALLABBHANENI,LS_BALASHOWRY VALLABBHANENI
70,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,147000000.0,LS,Telangana,,BALRAM NAIK PORIKA,LS_BALRAM NAIK PORIKA
71,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0,LS,Maharashtra,,BALWANT BASWANT WANKHADE,LS_BALWANT BASWANT WANKHADE
72,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000.0,LS,Maharashtra,,BALYA MAMA SURESH GOPINATH MHATRE,LS_BALYA MAMA SURESH GOPINATH MHATRE
73,Delhi,Bansuri Swaraj,NEW DELHI,154306950.0,LS,Delhi,,BANSURI SWARAJ,LS_BANSURI SWARAJ
74,West Bengal,BAPI HALDAR,MATHURAPUR(SC),147000000.0,LS,West Bengal,,BAPI HALDAR,LS_BAPI HALDAR
75,Karnataka,BASAVARAJ BOMMAI,HAVERI,147000000.0,LS,Karnataka,,BASAVARAJ BOMMAI,LS_BASAVARAJ BOMMAI
76,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11,LS,Andhra Pradesh,,BASTIPATI NAGARAJU PANCHALINGALA,LS_BASTIPATI NAGARAJU PANCHALINGALA
77,Rajasthan,Bhagirath Chaudhary,AJMER,147000000.0,LS,Rajasthan,,BHAGIRATH CHAUDHARY,LS_BHAGIRATH CHAUDHARY
78,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000.0,LS,Rajasthan,,BHAJAN LAL JATAV,LS_BHAJAN LAL JATAV
79,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04,LS,Madhya Pradesh,,BHARAT SINGH KUSHWAH,LS_BHARAT SINGH KUSHWAH
80,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,147000000.0,LS,Gujarat,,BHARATBHAI MANUBHAI SUTARIYA,LS_BHARATBHAI MANUBHAI SUTARIYA
81,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,147000000.0,LS,Gujarat,,BHARATSINHJI SHANKARJI DABHI,LS_BHARATSINHJI SHANKARJI DABHI
82,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,LS,Madhya Pradesh,,BHARTI PARDHI,LS_BHARTI PARDHI
83,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),147000000.0,LS,Maharashtra,,BHASKAR MURLIDHAR BHAGARE,LS_BHASKAR MURLIDHAR BHAGARE
84,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),147000000.0,LS,Maharashtra,,BHAUSAHEB RAJARAM WAKCHAURE,LS_BHAUSAHEB RAJARAM WAKCHAURE
85,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11,LS,Chhattisgarh,,BHOJRAJ NAG,LS_BHOJRAJ NAG
86,Uttar Pradesh,Bhola Singh,BULANDSHAHR(SC),147000000.0,LS,Uttar Pradesh,,BHOLA SINGH,LS_BHOLA SINGH
87,Maharashtra,BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,147000000.0,LS,Maharashtra,,BHUMARE SANDIPANRAO ASARAM,LS_BHUMARE SANDIPANRAO ASARAM
88,Andhra Pradesh,Bhupathiraju Srinivasa varma,NARASAPURAM,147000000.0,LS,Andhra Pradesh,,BHUPATHIRAJU SRINIVASA VARMA,LS_BHUPATHIRAJU SRINIVASA VARMA
89,Rajasthan,BHUPENDER YADAV,ALWAR,147000000.0,LS,Rajasthan,,BHUPENDER YADAV,LS_BHUPENDER YADAV
90,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),147000000.0,LS,Odisha,,BIBHU PRASAD TARAI,LS_BIBHU PRASAD TARAI
91,Jharkhand,Bidyut Baran Mahato,JAMSHEDPUR,147000000.0,LS,Jharkhand,,BIDYUT BARAN MAHATO,LS_BIDYUT BARAN MAHATO
92,Assam,BIJULI KALITA MEDHI,GUWAHATI,147000000.0,LS,Assam,,BIJULI KALITA MEDHI,LS_BIJULI KALITA MEDHI
93,Tripura,BIPLAB KUMAR DEB,TRIPURA WEST,147000000.0,LS,Tripura,,BIPLAB KUMAR DEB,LS_BIPLAB KUMAR DEB
94,Andaman And Nicobar Islands,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,147000000.0,LS,Andaman And Nicobar Islands,,BISHNU PADA RAY,LS_BISHNU PADA RAY
95,Rajasthan,BRIJENDRA SINGH OLA,JHUNJHUNU,147000000.0,LS,Rajasthan,,BRIJENDRA SINGH OLA,LS_BRIJENDRA SINGH OLA
96,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,LS,Chhattisgarh,,BRIJMOHAN AGRAWAL,LS_BRIJMOHAN AGRAWAL
97,Madhya Pradesh,BUNTY VIVEK SAHU,CHHINDWARA,147000000.0,LS,Madhya Pradesh,,BUNTY VIVEK SAHU,LS_BUNTY VIVEK SAHU
98,Gujarat,C R Patil,NAVSARI,158532494.36,LS,Gujarat,,C R PATIL,LS_C R PATIL
99,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,202531656.11,LS,Andhra Pradesh,,C M RAMESH,LS_C M RAMESH
100,Karnataka,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,147000000.0,LS,Karnataka,,CAPTAIN BRIJESH CHOWTA,LS_CAPTAIN BRIJESH CHOWTA
101,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000.0,LS,Goa,,CAPTAIN VIRIATO FERNANDES,LS_CAPTAIN VIRIATO FERNANDES
102,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0,LS,Telangana,,CHAMALA KIRAN KUMAR REDDY,LS_CHAMALA KIRAN KUMAR REDDY
103,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000.0,LS,Uttar Pradesh,,CHANDAN CHAUHAN,LS_CHANDAN CHAUHAN
104,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000.0,LS,Rajasthan,,CHANDRA PRAKASH JOSHI,LS_CHANDRA PRAKASH JOSHI
105,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000.0,LS,Uttar Pradesh,,CHANDRA SHEKHAR,LS_CHANDRA SHEKHAR
106,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000.0,LS,Gujarat,,CHANDUBHAI CHHAGANBHAI SHIHORA,LS_CHANDUBHAI CHHAGANBHAI SHIHORA
107,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000.0,LS,Punjab,,CHARANJIT SINGH CHANNI,LS_CHARANJIT SINGH CHANNI
108,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,,LS,Maharashtra,,CHAVAN VASANTRAO BALWANTRAO,LS_CHAVAN VASANTRAO BALWANTRAO
109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0,LS,Uttar Pradesh,,CHHATRA PAL SINGH GANGWAR,LS_CHHATRA PAL SINGH GANGWAR
110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0,LS,Maharashtra,,CHHATRAPATI SHAHU SHAHAJI,LS_CHHATRAPATI SHAHU SHAHAJI
111,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0,LS,Uttar Pradesh,,CHHOTELAL,LS_CHHOTELAL
112,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0,LS,Chhattisgarh,,CHINTAMANI MAHARAJ,LS_CHINTAMANI MAHARAJ
113,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0,LS,Bihar,,CHIRAG PASWAN,LS_CHIRAG PASWAN
114,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11,LS,Tamil Nadu,,CN ANNADURAI,LS_CN ANNADURAI
115,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11,LS,Tamil Nadu,,D M KATHIR ANAND,LS_D M KATHIR ANAND
116,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,LS,Tamil Nadu,,D RAVIKUMAR,LS_D RAVIKUMAR
117,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000.0,LS,Andhra Pradesh,,DAGGUBATI PURANDESHWARI,LS_DAGGUBATI PURANDESHWARI
118,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000.0,LS,Andhra Pradesh,,DAGGUMALLA PRASADA RAO,LS_DAGGUMALLA PRASADA RAO
119,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000.0,LS,Rajasthan,,DAMODAR AGARWAL,LS_DAMODAR AGARWAL
120,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000.0,LS,Uttar Pradesh,,DAROGA PRASAD SAROJ,LS_DAROGA PRASAD SAROJ
121,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000.0,LS,Madhya Pradesh,,DARSHAN SINGH CHOUDHARY,LS_DARSHAN SINGH CHOUDHARY
122,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000.0,LS,Haryana,,DEEPENDER SINGH HOODA,LS_DEEPENDER SINGH HOODA
123,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000.0,LS,Uttar Pradesh,,DEVENDRA ALIAS BHOLE SINGH,LS_DEVENDRA ALIAS BHOLE SINGH
124,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11,LS,Bihar,,DEVESH CHANDRA THAKUR,LS_DEVESH CHANDRA THAKUR
125,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0,LS,Uttar Pradesh,,DEVESH SHAKYA,LS_DEVESH SHAKYA
126,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0,LS,Gujarat,,DEVUSINH JESINGBHAI CHAUHAN,LS_DEVUSINH JESINGBHAI CHAUHAN
127,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0,LS,Maharashtra,,DHAIRYASHEEL SAMBHAJIRAO MANE,LS_DHAIRYASHEEL SAMBHAJIRAO MANE
128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0,LS,Maharashtra,,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,LS_DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU
129,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0,LS,Odisha,,DHARMENDRA PRADHAN,LS_DHARMENDRA PRADHAN
130,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000.0,LS,Uttar Pradesh,,DHARMENDRA YADAV,LS_DHARMENDRA YADAV
131,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000.0,LS,Gujarat,,DHAVAL LAXMANBHAI PATEL,LS_DHAVAL LAXMANBHAI PATEL
132,Bihar,Dileshwar Kamait,SUPAUL,150450930.89,LS,Bihar,,DILESHWAR KAMAIT,LS_DILESHWAR KAMAIT
133,Assam,Dilip Saikia,Darrang-Udalguri,147000000.0,LS,Assam,,DILIP SAIKIA,LS_DILIP SAIKIA
134,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11,LS,Bihar,,DINESH CHANDRA YADAV,LS_DINESH CHANDRA YADAV
135,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11,LS,Gujarat,,DINESHBHAI MAKWANA,LS_DINESHBHAI MAKWANA
136,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,LS,Andhra Pradesh,,BYREDDY SHABARI,LS_BYREDDY SHABARI
137,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0,LS,Karnataka,,C N MANJUNATH,LS_C N MANJUNATH
138,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11,LS,Andhra Pradesh,,CHANDRA SEKHAR PEMMASANI,LS_CHANDRA SEKHAR PEMMASANI
139,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0,LS,Punjab,,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI
140,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0,LS,West Bengal,,JAYANTA KUMAR ROY,LS_JAYANTA KUMAR ROY
141,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),147000000.0,LS,Maharashtra,,KALGE SHIVAJI BANDAPPA,LS_KALGE SHIVAJI BANDAPPA
142,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11,LS,Bihar,,MOHAMMAD JAWED,LS_MOHAMMAD JAWED
143,Uttar Pradesh,DR RAJKUMAR SANGWAN,BAGHPAT,147000000.0,LS,Uttar Pradesh,,RAJKUMAR SANGWAN,LS_RAJKUMAR SANGWAN
144,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82,LS,Tamil Nadu,,RANI SRI KUMAR,LS_RANI SRI KUMAR
145,Kerala,Dr Shashi Tharoor,THIRUVANANTHAPURAM,147000000.0,LS,Kerala,,SHASHI THAROOR,LS_SHASHI THAROOR
146,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,LS,West Bengal,,SUKANTA MAJUMDAR,LS_SUKANTA MAJUMDAR
147,Gujarat,DR. HEMANG JOSHI,VADODARA,147000000.0,LS,Gujarat,,HEMANG JOSHI,LS_HEMANG JOSHI
148,Maharashtra,DR. HEMANT VISHNU SAVARA,PALGHAR(ST),147000000.0,LS,Maharashtra,,HEMANT VISHNU SAVARA,LS_HEMANT VISHNU SAVARA
149,Maharashtra,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),147000000.0,LS,Maharashtra,,KIRSAN NAMDEO,LS_KIRSAN NAMDEO
150,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0,LS,Madhya Pradesh,,LATA WANKHEDE,LS_LATA WANKHEDE
151,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,LS,Kerala,,M P ABDUSSAMAD SAMADANI,LS_M P ABDUSSAMAD SAMADANI
152,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0,LS,Gujarat,,MANSUKH MANDAVIYA,LS_MANSUKH MANDAVIYA
153,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0,LS,Karnataka,,PRABHA MALLIKARJUN,LS_PRABHA MALLIKARJUN
154,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0,LS,Odisha,,PRADEEP KUMAR PANIGRAHY,LS_PRADEEP KUMAR PANIGRAHY
155,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39,LS,Maharashtra,,PRASHANT YADAORAO PADOLE,LS_PRASHANT YADAORAO PADOLE
156,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0,LS,Punjab,,RAJ KUMAR CHABBEWAL,LS_RAJ KUMAR CHABBEWAL
157,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35,LS,Madhya Pradesh,,RAJESH MISHRA,LS_RAJESH MISHRA
158,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0,LS,Uttar Pradesh,,S P SINGH,LS_S P SINGH
159,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0,LS,West Bengal,,SHARMILA SARKAR,LS_SHARMILA SARKAR
160,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0,LS,Karnataka,,DR K SUDHAKAR,LS_DR K SUDHAKAR
161,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0,LS,Telangana,,DR MALLU RAVI,LS_DR MALLU RAVI
162,Jharkhand,DULU MAHATO,DHANBAD,147000000.0,LS,Jharkhand,,DULU MAHATO,LS_DULU MAHATO
163,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,LS,Tamil Nadu,,DURAI VAIKO,LS_DURAI VAIKO
164,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91,LS,Madhya Pradesh,,DURGA DAS UIKEY,LS_DURGA DAS UIKEY
165,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0,LS,Rajasthan,,DUSHYANT SINGH,LS_DUSHYANT SINGH
166,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0,LS,Karnataka,,E TUKARAM,LS_E TUKARAM
